date_,div,rrc_name,branch,sku_tp,sku_wh,coverage_rate
2025-05-06,07. див. Верхняя Волга,Казань Склад,Нижнекамск Технопоинт,11978,47513,25.21
2025-05-06,07. див. Верхняя Волга,Казань Склад,Саранск Технопоинт,13483,47513,28.38
2025-05-06,07. див. Верхняя Волга,Казань Склад,Ульяновск ТП Пушкаревское кольцо,14954,47513,31.47
2025-05-06,07. див. Верхняя Волга,Казань Склад,Чебоксары ТП ТЦ МТВ,11230,47513,23.64
2025-05-06,07. див. Верхняя Волга,Киров Склад,Ижевск Технопоинт,17357,36184,47.97
2025-05-06,07. див. Верхняя Волга,Киров Склад,Киров ТП ПВЗ Чистые Пруды,4174,36184,11.54
2025-05-06,07. див. Верхняя Волга,Киров Склад,Сыктывкар ТЦ Аврора ТП,12029,36184,33.24
2025-05-06,07. див. Верхняя Волга,Киров Склад,Ухта ТП на Заводской,10938,36184,30.23
2025-05-06,08. див. Центральный,Пушкино Склад,"Москва ТЦ Универмаг ""Московский"" ТП",27111,45306,59.84
2025-05-06,08. див. Центральный,Пушкино Склад,Тверь Рубин 2 ТП,18979,45306,41.89
2025-05-06,08. див. Центральный,Софьино Склад,Москва ТЦ АрмадаХоум ТП,26096,41925,62.24
2025-05-06,08. див. Центральный,Софьино Склад,Подольск Технопоинт,22563,41925,53.82
2025-05-06,09. див. Черноземье,Волгоград Склад,Астрахань Торг.Склад,13045,45556,28.64
2025-05-06,09. див. Черноземье,Волгоград Склад,Волжский Технопоинт,10215,45556,22.42
2025-05-06,09. див. Черноземье,Воронеж Склад,Белгород Торг. Склад,15798,46074,34.29
2025-05-06,09. див. Черноземье,Воронеж Склад,Воронеж Технопоинт,15704,46074,34.08
2025-05-06,09. див. Черноземье,Воронеж Склад,Курск Торг. Склад,14883,46074,32.3
2025-05-06,09. див. Черноземье,Воронеж Склад,Липецк Торг. Склад,14217,46074,30.86
2025-05-06,09. див. Черноземье,Воронеж Склад,Старый Оскол Торг. Склад,12465,46074,27.05
2025-05-06,09. див. Черноземье,Воронеж Склад,Тамбов Торг. Склад,14052,46074,30.5
2025-05-06,09. див. Черноземье,Тула Склад,Брянск Торг. Склад,16235,46184,35.15
2025-05-06,09. див. Черноземье,Тула Склад,Калуга Торг. Склад,15236,46184,32.99
2025-05-06,09. див. Черноземье,Тула Склад,Орёл Торг. Склад,12863,46184,27.85
2025-05-06,09. див. Черноземье,Тула Склад,Рязань Торг. Склад,14605,46184,31.62
2025-05-06,09. див. Черноземье,Тула Склад,Смоленск Торг. Склад,14672,46184,31.77
2025-05-06,10. див. Приволжский,Владимир склад (Гвоздика),Архангельск Технопоинт,16306,49537,32.92
2025-05-06,10. див. Приволжский,Владимир склад (Гвоздика),Вологда ТЦ РИО Технопоинт,19368,49537,39.1
2025-05-06,10. див. Приволжский,Владимир склад (Гвоздика),Иваново Технопоинт ТЦ Евролэнд ,17311,49537,34.95
2025-05-06,10. див. Приволжский,Владимир склад (Гвоздика),Кострома Технопоинт ТЦ Солнечный,15675,49537,31.64
2025-05-06,10. див. Приволжский,Владимир склад (Гвоздика),Н.Новгород ТП на Карла Маркса,19013,49537,38.38
2025-05-06,10. див. Приволжский,Владимир склад (Гвоздика),Н.Новгород Технопоинт,22886,49537,46.2
2025-05-06,10. див. Приволжский,Владимир склад (Гвоздика),Рыбинск ТП,1766,49537,3.57
2025-05-06,10. див. Приволжский,Владимир склад (Гвоздика),Северодвинск Гранд ТП,15171,49537,30.63
2025-05-06,10. див. Приволжский,Владимир склад (Гвоздика),Череповец Технопоинт,17540,49537,35.41
2025-05-06,10. див. Приволжский,Владимир склад (Гвоздика),Ярославль ТЦ Family Room ТП,17169,49537,34.66
2025-05-06,10. див. Приволжский,Владимир склад (Гвоздика),Ярославль ТЦ Тандем ТП,20966,49537,42.32
2025-05-06,11. див. Северо-Западный,Санкт-Петербург Склад,Мурманск Позднякова ТП,16723,57645,29.01
2025-05-07,01. див. Дальний Восток,Владивосток Склад,Владивосток Некрасовская ТП,18409,29825,61.72
2025-05-07,01. див. Дальний Восток,Прим Аэртон,Уссурийск 5-й км. ТП,12180,47382,25.71
2025-05-07,01. див. Дальний Восток,Хабаровск Склад,Благовещенск Набережная ТП,17571,43347,40.54
2025-05-07,01. див. Дальний Восток,Хабаровск Склад,Комсомольск Вокзальная ТП,14178,43347,32.71
2025-05-07,01. див. Дальний Восток,Хабаровск Склад,Хаб Проспект ТП,18046,43347,41.63
2025-05-07,01. див. Дальний Восток,Хабаровск Склад,Хаб Южный ТП,11582,43347,26.72
2025-05-07,02. див. Восточная Сибирь,Иркутск Склад,Ангарск ДСК ТП,9720,33427,29.08
2025-05-07,02. див. Восточная Сибирь,Иркутск Склад,Братск ТП Центр,14151,33427,42.33
2025-05-07,02. див. Восточная Сибирь,Иркутск Склад,Иркутск Баррикад ТП,16411,33427,49.1
2025-05-07,02. див. Восточная Сибирь,Иркутск Склад,Улан-Удэ Стрелка ТП,15614,33427,46.71
2025-05-07,02. див. Восточная Сибирь,Красноярск Склад,Абк Айсберг ТП,17234,53371,32.29
2025-05-07,02. див. Восточная Сибирь,Красноярск Склад,Кра ТК Планета Мебели ТП,19016,53371,35.63
2025-05-07,02. див. Восточная Сибирь,Красноярск Склад,Кра ТЦ Апельсин ТП,18399,53371,34.47
2025-05-07,02. див. Восточная Сибирь,Красноярск Склад,Кра ТЦ Красноярье ТП,18448,53371,34.57
2025-05-07,03. див. Западная Сибирь,Барнаул Склад,Бийск Технопоинт,18002,30276,59.46
2025-05-07,03. див. Западная Сибирь,Барнаул Склад,Новоалтайск Технопоинт,20960,30276,69.23
2025-05-07,03. див. Западная Сибирь,Новосибирск Склад,Белово Технопоинт,16073,46554,34.53
2025-05-07,03. див. Западная Сибирь,Новосибирск Склад,Кемерово Технопоинт,24017,46554,51.59
2025-05-07,03. див. Западная Сибирь,Новосибирск Склад,Кемерово Технопоинт ТЦ Проспект,17326,46554,37.22
2025-05-07,03. див. Западная Сибирь,Новосибирск Склад,Кемерово Технопоинт на Терешковой,15975,46554,34.31
2025-05-07,03. див. Западная Сибирь,Новосибирск Склад,Ленинск-Кузнецк Технопоинт,17343,46554,37.25
2025-05-07,03. див. Западная Сибирь,Новосибирск Склад,Новокузнецк Технопоинт,25097,46554,53.91
2025-05-07,03. див. Западная Сибирь,Новосибирск Склад,Новосиб Технопоинт ТРЦ Калейдоскоп,24897,46554,53.48
2025-05-07,03. див. Западная Сибирь,Новосибирск Склад,"Новосиб Технопоинт ТЦ ""Юпитер""",18247,46554,39.2
2025-05-07,03. див. Западная Сибирь,Новосибирск Склад,Новосиб Технопоинт ТЦ Калининский,17781,46554,38.19
2025-05-07,03. див. Западная Сибирь,Новосибирск Склад,Томск Технопоинт,24068,46554,51.7
2025-05-07,03. див. Западная Сибирь,Новосибирск Склад,Томск Технопоинт на Нахимова,19260,46554,41.37
2025-05-07,03. див. Западная Сибирь,Новосибирск Склад,Юрга Технопоинт,16807,46554,36.1
2025-05-07,03. див. Западная Сибирь,Омск Склад,Омск ГИПЕР Арена,5129,33549,15.29
2025-05-07,03. див. Западная Сибирь,Омск Склад,Омск Технопоинт Красный Путь ,15807,33549,47.12
2025-05-07,03. див. Западная Сибирь,Омск Склад,Омск Технопоинт ТЦ Европа,11263,33549,33.57
2025-05-07,03. див. Западная Сибирь,Омск Склад,Омск Технопоинт ТЦ Каскад,13758,33549,41.01
2025-05-07,04. див. Урал,Екатеринбург Склад,Екб Героев России ТП,19964,46546,42.89
2025-05-07,04. див. Урал,Екатеринбург Склад,Нижневартовск ТД Ланкорд ТП,14614,46546,31.4
2025-05-07,04. див. Урал,Екатеринбург Склад,Сургут Склад,10098,46546,21.69
2025-05-07,04. див. Урал,Екатеринбург Склад,Сургут ТК Империя ТП,12551,46546,26.96
2025-05-07,04. див. Урал,Екатеринбург Склад,Сургут ТП,16282,46546,34.98
2025-05-07,04. див. Урал,Екатеринбург Склад,Тюмень ТЦ Заречный двор ТП,17155,46546,36.86
2025-05-07,04. див. Урал,Екатеринбург Склад,Тюмень на Победы ТП,20142,46546,43.27
2025-05-07,04. див. Урал,Пермь Склад,Пермь Космонавтов ТП,8408,38333,21.93
2025-05-07,04. див. Урал,Пермь Склад,Пермь ТК Чкаловский ТП,15960,38333,41.64
2025-05-07,04. див. Урал,Пермь Склад,Пермь ТЦ Лайнер ТП,15783,38333,41.17
2025-05-07,04. див. Урал,Челябинск Склад,Магнитогорск ТП,8566,41951,20.42
2025-05-07,04. див. Урал,Челябинск Склад,ЧБ SPAR на Комсомольском ТП,12487,41951,29.77
2025-05-07,04. див. Урал,Челябинск Склад,ЧБ МОПРа ТП,18575,41951,44.28
2025-05-07,05. див. Юг,Краснодар Склад,Анапа на Таманской ТП,6643,48885,13.59
2025-05-07,05. див. Юг,Краснодар Склад,Владикавказ Весенняя ТП,12057,48885,24.66
2025-05-07,05. див. Юг,Краснодар Склад,Геленджик Кирова ТП,1431,48885,2.93
2025-05-07,05. див. Юг,Краснодар Склад,Гудермес Мега Сити ТП,4100,48885,8.39
2025-05-07,05. див. Юг,Краснодар Склад,Новомихайловский ТП ПВЗ Мира,3784,48885,7.74
2025-05-07,05. див. Юг,Краснодар Склад,Новороссийск Магазин-склад ДНС,12761,48885,26.1
2025-05-07,05. див. Юг,Краснодар Склад,Сочи Весёлое ТК Александровский ТП,5754,48885,11.77
2025-05-07,05. див. Юг,Краснодар Склад,Сочи Магазин-склад ДНС,18399,48885,37.64
2025-05-07,05. див. Юг,Ростов склад,Армавир Луначарского ТП,4218,49404,8.54
2025-05-07,05. див. Юг,Ростов склад,Волгодонск ТП ПВЗ Старый город,6593,49404,13.35
2025-05-07,05. див. Юг,Ростов склад,Донецк ТП М.Горького 31,6477,49404,13.11
2025-05-07,05. див. Юг,Ростов склад,Ейск ТП ПВЗ Мичурина 19,6539,49404,13.24
2025-05-07,05. див. Юг,Ростов склад,Матвеев Курган ПВЗ на Московской,9105,49404,18.43
2025-05-07,05. див. Юг,Ростов склад,Ростов Обсерваторная,6679,49404,13.52
2025-05-07,05. див. Юг,Ростов склад,Ростов Портовая 386 ТП,6583,49404,13.32
2025-05-07,05. див. Юг,Ростов склад,Ростов ТП 50-летия Ростсельмаша,20733,49404,41.97
2025-05-07,05. див. Юг,Ростов склад,Ростов ТРЦ Орбита ТП,7250,49404,14.67
2025-05-07,05. див. Юг,Ростов склад,Ростов ТРЦ РИО ТП,6020,49404,12.19
2025-05-07,05. див. Юг,Ростов склад,Севастополь Ковпака ТП,14820,49404,30.0
2025-05-07,05. див. Юг,Ростов склад,Симферополь ТРЦ ФМ ТП,18412,49404,37.27
2025-05-07,05. див. Юг,Ростов склад,Симферополь ТЦ Виалаки ТП,6913,49404,13.99
2025-05-07,05. див. Юг,Ростов склад,Ставрополь Бруснева ТП,13944,49404,28.22
2025-05-07,05. див. Юг,Ростов склад,Таганрог ТП на Бульварной,12289,49404,24.87
2025-05-07,05. див. Юг,Ростов склад,Ялта Дарсановский ТП,8916,49404,18.05
2025-05-07,06. див. Средняя Волга,Самара Склад,Оренбург 70 лет ВЛКСМ ТП,13596,42789,31.77
2025-05-07,06. див. Средняя Волга,Самара Склад,Пенза ТЦ Лента ТП,12923,42789,30.2
2025-05-07,06. див. Средняя Волга,Самара Склад,Самара Магазин склад 5 просека,3945,42789,9.22
2025-05-07,06. див. Средняя Волга,Самара Склад,Самара Магазин склад на Лукачева,3316,42789,7.75
2025-05-07,06. див. Средняя Волга,Самара Склад,Самара ТЦ Империя ТП,16971,42789,39.66
2025-05-07,06. див. Средняя Волга,Уфа Склад,Уфа Технопоинт ТЦ ДомПроДом,24352,40014,60.86
2025-05-07,07. див. Верхняя Волга,Казань Склад,Йошкар-Ола Технопоинт,10331,47304,21.84
2025-05-07,07. див. Верхняя Волга,Казань Склад,Казань ТП ТЦ Порт,18414,47304,38.93
2025-05-07,07. див. Верхняя Волга,Казань Склад,Наб. Челны ТЦ Омега Технопоинт,14055,47304,29.71
2025-05-07,07. див. Верхняя Волга,Казань Склад,Нижнекамск Технопоинт,11930,47304,25.22
2025-05-07,07. див. Верхняя Волга,Казань Склад,Саранск Технопоинт,13427,47304,28.38
2025-05-07,07. див. Верхняя Волга,Казань Склад,Ульяновск ТП Пушкаревское кольцо,14866,47304,31.43
2025-05-07,07. див. Верхняя Волга,Казань Склад,Чебоксары ТП ТЦ МТВ,11161,47304,23.59
2025-05-07,07. див. Верхняя Волга,Киров Склад,Ижевск Технопоинт,17253,36078,47.82
2025-05-07,07. див. Верхняя Волга,Киров Склад,Киров ТП ПВЗ Чистые Пруды,4197,36078,11.63
2025-05-07,07. див. Верхняя Волга,Киров Склад,Сыктывкар ТЦ Аврора ТП,11943,36078,33.1
2025-05-07,07. див. Верхняя Волга,Киров Склад,Ухта ТП на Заводской,10856,36078,30.09
2025-05-07,08. див. Центральный,Пушкино Склад,"Москва ТЦ Универмаг ""Московский"" ТП",27099,45276,59.85
2025-05-07,08. див. Центральный,Пушкино Склад,Тверь Рубин 2 ТП,20257,45276,44.74
2025-05-07,08. див. Центральный,Софьино Склад,Москва ТЦ АрмадаХоум ТП,26003,42025,61.88
2025-05-07,08. див. Центральный,Софьино Склад,Подольск Технопоинт,22595,42025,53.77
2025-05-07,09. див. Черноземье,Волгоград Склад,Астрахань Торг.Склад,13021,45620,28.54
2025-05-07,09. див. Черноземье,Волгоград Склад,Волжский Технопоинт,10178,45620,22.31
2025-05-07,09. див. Черноземье,Воронеж Склад,Белгород Торг. Склад,15727,46041,34.16
2025-05-07,09. див. Черноземье,Воронеж Склад,Воронеж Технопоинт,15631,46041,33.95
2025-05-07,09. див. Черноземье,Воронеж Склад,Курск Торг. Склад,14829,46041,32.21
2025-05-07,09. див. Черноземье,Воронеж Склад,Липецк Торг. Склад,14184,46041,30.81
2025-05-07,09. див. Черноземье,Воронеж Склад,Старый Оскол Торг. Склад,12425,46041,26.99
2025-05-07,09. див. Черноземье,Воронеж Склад,Тамбов Торг. Склад,14013,46041,30.44
2025-05-07,09. див. Черноземье,Тула Склад,Брянск Торг. Склад,16198,46222,35.04
2025-05-07,09. див. Черноземье,Тула Склад,Калуга Торг. Склад,15168,46222,32.82
2025-05-07,09. див. Черноземье,Тула Склад,Орёл Торг. Склад,12834,46222,27.77
2025-05-07,09. див. Черноземье,Тула Склад,Рязань Торг. Склад,14558,46222,31.5
2025-05-07,09. див. Черноземье,Тула Склад,Смоленск Торг. Склад,14641,46222,31.68
2025-05-07,10. див. Приволжский,Владимир склад (Гвоздика),Архангельск Технопоинт,16209,49837,32.52
2025-05-07,10. див. Приволжский,Владимир склад (Гвоздика),Вологда ТЦ РИО Технопоинт,19323,49837,38.77
2025-05-07,10. див. Приволжский,Владимир склад (Гвоздика),Иваново Технопоинт ТЦ Евролэнд ,17268,49837,34.65
2025-05-07,10. див. Приволжский,Владимир склад (Гвоздика),Кострома Технопоинт ТЦ Солнечный,15622,49837,31.35
2025-05-07,10. див. Приволжский,Владимир склад (Гвоздика),Н.Новгород ТП на Карла Маркса,19023,49837,38.17
2025-05-07,10. див. Приволжский,Владимир склад (Гвоздика),Н.Новгород Технопоинт,22884,49837,45.92
2025-05-07,10. див. Приволжский,Владимир склад (Гвоздика),Рыбинск ТП,1801,49837,3.61
2025-05-07,10. див. Приволжский,Владимир склад (Гвоздика),Северодвинск Гранд ТП,15141,49837,30.38
2025-05-07,10. див. Приволжский,Владимир склад (Гвоздика),Череповец Технопоинт,17473,49837,35.06
2025-05-07,10. див. Приволжский,Владимир склад (Гвоздика),Ярославль ТЦ Family Room ТП,17154,49837,34.42
2025-05-07,10. див. Приволжский,Владимир склад (Гвоздика),Ярославль ТЦ Тандем ТП,20828,49837,41.79
2025-05-07,11. див. Северо-Западный,Санкт-Петербург Склад,Мурманск Позднякова ТП,16716,57715,28.96
2025-05-08,01. див. Дальний Восток,Владивосток Склад,Владивосток Некрасовская ТП,18454,29955,61.61
2025-05-08,01. див. Дальний Восток,Прим Аэртон,Уссурийск 5-й км. ТП,12142,47171,25.74
2025-05-08,01. див. Дальний Восток,Хабаровск Склад,Благовещенск Набережная ТП,17596,43529,40.42
2025-05-08,01. див. Дальний Восток,Хабаровск Склад,Комсомольск Вокзальная ТП,14133,43529,32.47
2025-05-08,01. див. Дальний Восток,Хабаровск Склад,Хаб Проспект ТП,18082,43529,41.54
2025-05-08,01. див. Дальний Восток,Хабаровск Склад,Хаб Южный ТП,11548,43529,26.53
2025-05-08,02. див. Восточная Сибирь,Иркутск Склад,Ангарск ДСК ТП,9692,33360,29.05
2025-05-08,02. див. Восточная Сибирь,Иркутск Склад,Братск ТП Центр,14026,33360,42.04
2025-05-08,02. див. Восточная Сибирь,Иркутск Склад,Иркутск Баррикад ТП,16393,33360,49.14
2025-05-08,02. див. Восточная Сибирь,Иркутск Склад,Улан-Удэ Стрелка ТП,16055,33360,48.13
2025-05-08,02. див. Восточная Сибирь,Красноярск Склад,Абк Айсберг ТП,17228,53326,32.31
2025-05-08,02. див. Восточная Сибирь,Красноярск Склад,Кра ТК Планета Мебели ТП,19012,53326,35.65
2025-05-08,02. див. Восточная Сибирь,Красноярск Склад,Кра ТЦ Апельсин ТП,18490,53326,34.67
2025-05-08,02. див. Восточная Сибирь,Красноярск Склад,Кра ТЦ Красноярье ТП,18457,53326,34.61
2025-05-08,03. див. Западная Сибирь,Барнаул Склад,Бийск Технопоинт,17867,30120,59.32
2025-05-08,03. див. Западная Сибирь,Барнаул Склад,Новоалтайск Технопоинт,21246,30120,70.54
2025-05-08,03. див. Западная Сибирь,Новосибирск Склад,Белово Технопоинт,16017,46231,34.65
2025-05-08,03. див. Западная Сибирь,Новосибирск Склад,Кемерово Технопоинт,23915,46231,51.73
2025-05-08,03. див. Западная Сибирь,Новосибирск Склад,Кемерово Технопоинт ТЦ Проспект,17195,46231,37.19
2025-05-08,03. див. Западная Сибирь,Новосибирск Склад,Кемерово Технопоинт на Терешковой,15913,46231,34.42
2025-05-08,03. див. Западная Сибирь,Новосибирск Склад,Ленинск-Кузнецк Технопоинт,17241,46231,37.29
2025-05-08,03. див. Западная Сибирь,Новосибирск Склад,Новокузнецк Технопоинт,25020,46231,54.12
2025-05-08,03. див. Западная Сибирь,Новосибирск Склад,Новосиб Технопоинт ТРЦ Калейдоскоп,24768,46231,53.57
2025-05-08,03. див. Западная Сибирь,Новосибирск Склад,"Новосиб Технопоинт ТЦ ""Юпитер""",18144,46231,39.25
2025-05-08,03. див. Западная Сибирь,Новосибирск Склад,Новосиб Технопоинт ТЦ Калининский,17643,46231,38.16
2025-05-08,03. див. Западная Сибирь,Новосибирск Склад,Томск Технопоинт,24000,46231,51.91
2025-05-08,03. див. Западная Сибирь,Новосибирск Склад,Томск Технопоинт на Нахимова,19222,46231,41.58
2025-05-08,03. див. Западная Сибирь,Новосибирск Склад,Юрга Технопоинт,16876,46231,36.5
2025-05-08,03. див. Западная Сибирь,Омск Склад,Омск ГИПЕР Арена,5127,33520,15.3
2025-05-08,03. див. Западная Сибирь,Омск Склад,Омск Технопоинт Красный Путь ,15774,33520,47.06
2025-05-08,03. див. Западная Сибирь,Омск Склад,Омск Технопоинт ТЦ Европа,11247,33520,33.55
2025-05-08,03. див. Западная Сибирь,Омск Склад,Омск Технопоинт ТЦ Каскад,13797,33520,41.16
2025-05-08,04. див. Урал,Екатеринбург Склад,Екб Героев России ТП,20096,46266,43.44
2025-05-08,04. див. Урал,Екатеринбург Склад,Нижневартовск ТД Ланкорд ТП,14590,46266,31.54
2025-05-08,04. див. Урал,Екатеринбург Склад,Сургут Склад,10211,46266,22.07
2025-05-08,04. див. Урал,Екатеринбург Склад,Сургут ТК Империя ТП,12566,46266,27.16
2025-05-08,04. див. Урал,Екатеринбург Склад,Сургут ТП,16152,46266,34.91
2025-05-08,04. див. Урал,Екатеринбург Склад,Тюмень ТЦ Заречный двор ТП,17226,46266,37.23
2025-05-08,04. див. Урал,Екатеринбург Склад,Тюмень на Победы ТП,20202,46266,43.66
2025-05-08,04. див. Урал,Пермь Склад,Пермь Космонавтов ТП,8392,38272,21.93
2025-05-08,04. див. Урал,Пермь Склад,Пермь ТК Чкаловский ТП,15984,38272,41.76
2025-05-08,04. див. Урал,Пермь Склад,Пермь ТЦ Лайнер ТП,15832,38272,41.37
2025-05-08,04. див. Урал,Челябинск Склад,Магнитогорск ТП,8557,41613,20.56
2025-05-08,04. див. Урал,Челябинск Склад,ЧБ SPAR на Комсомольском ТП,12438,41613,29.89
2025-05-08,04. див. Урал,Челябинск Склад,ЧБ МОПРа ТП,18639,41613,44.79
2025-05-08,05. див. Юг,Краснодар Склад,Анапа на Таманской ТП,7825,49200,15.9
2025-05-08,05. див. Юг,Краснодар Склад,Владикавказ Весенняя ТП,12027,49200,24.45
2025-05-08,05. див. Юг,Краснодар Склад,Геленджик Кирова ТП,1416,49200,2.88
2025-05-08,05. див. Юг,Краснодар Склад,Гудермес Мега Сити ТП,4110,49200,8.35
2025-05-08,05. див. Юг,Краснодар Склад,Новомихайловский ТП ПВЗ Мира,3774,49200,7.67
2025-05-08,05. див. Юг,Краснодар Склад,Новороссийск Магазин-склад ДНС,12842,49200,26.1
2025-05-08,05. див. Юг,Краснодар Склад,Сочи Весёлое ТК Александровский ТП,5771,49200,11.73
2025-05-08,05. див. Юг,Краснодар Склад,Сочи Магазин-склад ДНС,18419,49200,37.44
2025-05-08,05. див. Юг,Ростов склад,Армавир Луначарского ТП,4362,49509,8.81
2025-05-08,05. див. Юг,Ростов склад,Волгодонск ТП ПВЗ Старый город,6560,49509,13.25
2025-05-08,05. див. Юг,Ростов склад,Донецк ТП М.Горького 31,7777,49509,15.71
2025-05-08,05. див. Юг,Ростов склад,Ейск ТП ПВЗ Мичурина 19,6558,49509,13.25
2025-05-08,05. див. Юг,Ростов склад,Матвеев Курган ПВЗ на Московской,9072,49509,18.32
2025-05-08,05. див. Юг,Ростов склад,Ростов Обсерваторная,6696,49509,13.52
2025-05-08,05. див. Юг,Ростов склад,Ростов Портовая 386 ТП,6548,49509,13.23
2025-05-08,05. див. Юг,Ростов склад,Ростов ТП 50-летия Ростсельмаша,20850,49509,42.11
2025-05-08,05. див. Юг,Ростов склад,Ростов ТРЦ Орбита ТП,7239,49509,14.62
2025-05-08,05. див. Юг,Ростов склад,Ростов ТРЦ РИО ТП,6049,49509,12.22
2025-05-08,05. див. Юг,Ростов склад,Севастополь Ковпака ТП,14907,49509,30.11
2025-05-08,05. див. Юг,Ростов склад,Симферополь ТРЦ ФМ ТП,18360,49509,37.08
2025-05-08,05. див. Юг,Ростов склад,Симферополь ТЦ Виалаки ТП,6878,49509,13.89
2025-05-08,05. див. Юг,Ростов склад,Ставрополь Бруснева ТП,13990,49509,28.26
2025-05-08,05. див. Юг,Ростов склад,Таганрог ТП на Бульварной,12268,49509,24.78
2025-05-08,05. див. Юг,Ростов склад,Ялта Дарсановский ТП,8859,49509,17.89
2025-05-08,06. див. Средняя Волга,Самара Склад,Оренбург 70 лет ВЛКСМ ТП,13639,42836,31.84
2025-05-08,06. див. Средняя Волга,Самара Склад,Пенза ТЦ Лента ТП,13067,42836,30.5
2025-05-08,06. див. Средняя Волга,Самара Склад,Самара Магазин склад 5 просека,3911,42836,9.13
2025-05-08,06. див. Средняя Волга,Самара Склад,Самара Магазин склад на Лукачева,3327,42836,7.77
2025-05-08,06. див. Средняя Волга,Самара Склад,Самара ТЦ Империя ТП,16927,42836,39.52
2025-05-08,06. див. Средняя Волга,Уфа Склад,Уфа Технопоинт ТЦ ДомПроДом,24307,39831,61.03
2025-05-08,07. див. Верхняя Волга,Казань Склад,Йошкар-Ола Технопоинт,10375,47477,21.85
2025-05-08,07. див. Верхняя Волга,Казань Склад,Казань ТП ТЦ Порт,18390,47477,38.73
2025-05-08,07. див. Верхняя Волга,Казань Склад,Наб. Челны ТЦ Омега Технопоинт,14137,47477,29.78
2025-05-08,07. див. Верхняя Волга,Казань Склад,Нижнекамск Технопоинт,11924,47477,25.12
2025-05-08,07. див. Верхняя Волга,Казань Склад,Саранск Технопоинт,13462,47477,28.35
2025-05-08,07. див. Верхняя Волга,Казань Склад,Ульяновск ТП Пушкаревское кольцо,14915,47477,31.42
2025-05-08,07. див. Верхняя Волга,Казань Склад,Чебоксары ТП ТЦ МТВ,11252,47477,23.7
2025-05-08,07. див. Верхняя Волга,Киров Склад,Ижевск Технопоинт,17275,35993,48.0
2025-05-08,07. див. Верхняя Волга,Киров Склад,Киров ТП ПВЗ Чистые Пруды,4183,35993,11.62
2025-05-08,07. див. Верхняя Волга,Киров Склад,Сыктывкар ТЦ Аврора ТП,12005,35993,33.35
2025-05-08,07. див. Верхняя Волга,Киров Склад,Ухта ТП на Заводской,10920,35993,30.34
2025-05-08,08. див. Центральный,Пушкино Склад,"Москва ТЦ Универмаг ""Московский"" ТП",27231,45304,60.11
2025-05-08,08. див. Центральный,Пушкино Склад,Тверь Рубин 2 ТП,20250,45304,44.7
2025-05-08,08. див. Центральный,Софьино Склад,Москва ТЦ АрмадаХоум ТП,26217,41563,63.08
2025-05-08,08. див. Центральный,Софьино Склад,Подольск Технопоинт,22817,41563,54.9
2025-05-08,09. див. Черноземье,Волгоград Склад,Астрахань Торг.Склад,12940,45603,28.38
2025-05-08,09. див. Черноземье,Волгоград Склад,Волжский Технопоинт,10132,45603,22.22
2025-05-08,09. див. Черноземье,Воронеж Склад,Белгород Торг. Склад,15756,46210,34.1
2025-05-08,09. див. Черноземье,Воронеж Склад,Воронеж Технопоинт,15675,46210,33.92
2025-05-08,09. див. Черноземье,Воронеж Склад,Курск Торг. Склад,14901,46210,32.25
2025-05-08,09. див. Черноземье,Воронеж Склад,Липецк Торг. Склад,14214,46210,30.76
2025-05-08,09. див. Черноземье,Воронеж Склад,Старый Оскол Торг. Склад,12426,46210,26.89
2025-05-08,09. див. Черноземье,Воронеж Склад,Тамбов Торг. Склад,14051,46210,30.41
2025-05-08,09. див. Черноземье,Тула Склад,Брянск Торг. Склад,16209,46452,34.89
2025-05-08,09. див. Черноземье,Тула Склад,Калуга Торг. Склад,15257,46452,32.84
2025-05-08,09. див. Черноземье,Тула Склад,Орёл Торг. Склад,12894,46452,27.76
2025-05-08,09. див. Черноземье,Тула Склад,Рязань Торг. Склад,14595,46452,31.42
2025-05-08,09. див. Черноземье,Тула Склад,Смоленск Торг. Склад,14631,46452,31.5
2025-05-08,10. див. Приволжский,Владимир склад (Гвоздика),Архангельск Технопоинт,16197,50320,32.19
2025-05-08,10. див. Приволжский,Владимир склад (Гвоздика),Вологда ТЦ РИО Технопоинт,19286,50320,38.33
2025-05-08,10. див. Приволжский,Владимир склад (Гвоздика),Иваново Технопоинт ТЦ Евролэнд ,17305,50320,34.39
2025-05-08,10. див. Приволжский,Владимир склад (Гвоздика),Кострома Технопоинт ТЦ Солнечный,15652,50320,31.1
2025-05-08,10. див. Приволжский,Владимир склад (Гвоздика),Н.Новгород ТП на Карла Маркса,19020,50320,37.8
2025-05-08,10. див. Приволжский,Владимир склад (Гвоздика),Н.Новгород Технопоинт,22867,50320,45.44
2025-05-08,10. див. Приволжский,Владимир склад (Гвоздика),Рыбинск ТП,1749,50320,3.48
2025-05-08,10. див. Приволжский,Владимир склад (Гвоздика),Северодвинск Гранд ТП,15103,50320,30.01
2025-05-08,10. див. Приволжский,Владимир склад (Гвоздика),Череповец Технопоинт,17524,50320,34.83
2025-05-08,10. див. Приволжский,Владимир склад (Гвоздика),Ярославль ТЦ Family Room ТП,17117,50320,34.02
2025-05-08,10. див. Приволжский,Владимир склад (Гвоздика),Ярославль ТЦ Тандем ТП,21143,50320,42.02
2025-05-08,11. див. Северо-Западный,Санкт-Петербург Склад,Мурманск Позднякова ТП,16680,57885,28.82
